scenario,spp,METRIC_SUBTYPE,METRIC,n,value
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,9,613749
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,9,4434
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,9,111211
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,9,1828749
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,9,48300
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,9,39521
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,9,350241
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,9,4018
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,9,13270
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,9,1474845
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,9,603378
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,9,3083
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,9,104043
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,9,1884204
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,9,112352
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,9,95180
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,9,395546
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,9,7130
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,9,49843
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,9,1546040
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,9,723582
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,9,3383
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,9,106507
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,9,2004975
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,10,42943
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,10,53354
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,10,372710
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,10,476065
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,10,19143
baseline,SOSP,Riparian landbird habitat,Song Sparrow,10,850215
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,10,515806
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,10,27547
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,10,147572
baseline,TOTAL,Riparian landbird habitat,Total,10,1728257
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,10,81216
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,10,90471
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,10,417137
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,10,483466
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,10,53760
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,10,879754
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,10,598805
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,10,27963
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,10,192652
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,10,1837237
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,10,35994
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,10,44543
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,10,353175
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,10,475523
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,10,14669
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,10,847900
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,10,635197
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,10,27064
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,10,176800
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,10,1795678
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,10,80606
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,10,85530
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,10,399571
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,10,481888
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,10,47456
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,10,881204
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,10,731520
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,10,27384
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,10,223323
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,10,1911524
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,11,41418
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,11,55627
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,11,408109
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,11,9451
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,11,19114
baseline,SOSP,Riparian landbird habitat,Song Sparrow,11,1497092
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,11,352591
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,11,3781
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,11,248138
baseline,TOTAL,Riparian landbird habitat,Total,11,1984060
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,11,73368
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,11,103061
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,11,456242
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,11,13864
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,11,61167
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,11,1523302
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,11,447114
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,11,3890
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,11,237070
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,11,2075999
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,11,37166
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,11,48487
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,11,390450
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,11,8106
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,11,14610
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,11,1407904
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,11,374030
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,11,3221
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,11,247904
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,11,1920642
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,11,74202
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,11,101423
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,11,443096
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,11,11900
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,11,55518
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,11,1439007
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,11,529458
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,11,3438
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,11,235442
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,11,2068750
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,12,50378
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,12,114997
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,12,322221
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,12,4707
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,12,24188
baseline,SOSP,Riparian landbird habitat,Song Sparrow,12,1289014
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,12,191861
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,12,94331
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,12,327667
baseline,TOTAL,Riparian landbird habitat,Total,12,1766334
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,12,88866
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,12,149648
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,12,374005
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,12,4276
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,12,67122
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,12,1297686
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,12,267331
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,12,99321
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,12,344584
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,12,1860034
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,12,43204
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,12,103389
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,12,295249
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,12,3481
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,12,18725
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,12,1241103
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,12,227824
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,12,87413
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,12,347430
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,12,1742140
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,12,86523
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,12,152371
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,12,347813
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,12,2960
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,12,60517
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,12,1252707
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,12,333994
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,12,93986
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,12,366111
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,12,1852649
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,13,69285
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,13,38149
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,13,448836
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,13,484670
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,13,16821
baseline,SOSP,Riparian landbird habitat,Song Sparrow,13,1121651
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,13,223294
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,13,16833
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,13,152730
baseline,TOTAL,Riparian landbird habitat,Total,13,1897466
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,13,113383
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,13,69446
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,13,484377
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,13,485751
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,13,56806
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,13,1158478
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,13,276013
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,13,21876
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,13,142488
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,13,1970103
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,13,57796
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,13,36825
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,13,426664
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,13,484489
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,13,12768
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,13,1201124
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,13,246042
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,13,12196
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,13,143192
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,13,1975858
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,13,112951
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,13,71867
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,13,464601
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,13,485677
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,13,54161
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,13,1250482
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,13,309835
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,13,18185
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,13,137015
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,13,2063637
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,14,73833
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,14,75571
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,14,418028
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,14,2553
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,14,29661
baseline,SOSP,Riparian landbird habitat,Song Sparrow,14,1633066
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,14,359912
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,14,1056
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,14,121357
baseline,TOTAL,Riparian landbird habitat,Total,14,2002325
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,14,102847
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,14,149978
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,14,457398
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,14,1812
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,14,68439
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,14,1675033
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,14,445712
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,14,971
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,14,124795
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,14,2124182
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,14,62273
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,14,61770
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,14,400318
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,14,2487
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,14,23986
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,14,1764099
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,14,426466
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,14,922
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,14,160918
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,14,2136894
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,14,95717
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,14,143804
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,14,441559
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,14,1793
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,14,64912
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,14,1782239
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,14,532902
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,14,835
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,14,160106
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,14,2233069
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,15,40052
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,15,33477
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,15,345192
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,15,140030
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,15,25296
baseline,SOSP,Riparian landbird habitat,Song Sparrow,15,1831561
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,15,547706
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,15,2244
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,15,155617
baseline,TOTAL,Riparian landbird habitat,Total,15,2311581
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,15,85198
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,15,64223
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,15,390308
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,15,136655
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,15,71906
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,15,1794805
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,15,603438
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,15,17886
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,15,177326
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,15,2352110
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,15,33199
